,FFMC,DMC,DC,ISI
0,-0.8059594724698989,-1.3233255688310948,-1.8304767629860488,-0.8609455677111861
1,-0.008102033950154875,-1.1795407723785454,0.48889091543801605,-0.5096882687663312
2,-0.008102033950154875,-1.0498218799267889,0.5607154538443283,-0.5096882687663312
3,0.19136232567978306,-1.2123612150470622,-1.8982662149650402,-0.004755901533102472
4,-0.24383264078553374,-0.9310431350312048,-1.7985995802102137,0.126965585571218
5,0.300161067296111,-0.39966453944569635,-0.24186323654980266,1.2465982259579427
6,0.300161067296111,-0.3434009234425247,-0.21119657970216357,-0.1145238074533696
7,0.15509607847433957,0.5396252721628055,0.24315415201417212,0.3684549785958056
8,0.06443046046073211,0.2911276348154647,0.5837154464800577,-0.44382752521417096
9,0.33642731450155444,-0.3574668274433177,0.6079259650439832,-0.42187394403011763
10,0.33642731450155444,-0.3574668274433177,0.6079259650439832,-0.42187394403011763
11,0.3908266853097184,-0.5887728043452448,0.6660312095974044,2.9809311394981637
12,-4.9221785302876775,-0.6262818816806927,0.4735575870141963,-1.8049495586254831
13,0.046297336858011656,0.24424128814615514,0.5591014192734,-0.44382752521417096
14,0.40895980891244144,0.350517007263257,0.6119610514713041,0.039151260835004226
15,0.4814923033233259,0.4739843868257719,0.6696627873819931,1.0709695764855154
16,0.19136232567978306,-1.1732892594893043,-1.8849504297548811,-0.2681988757417436
17,-1.0416900793052777,-1.2201756061586138,0.46911899194414364,-1.321970772576308
18,-0.2619657643882542,-1.2967566390518193,-1.9253012940280905,-0.597502593502545
19,-0.7878263488671784,-1.3045710301633708,-1.8191785209895501,-0.8609455677111861
20,0.06443046046073211,0.2911276348154647,0.5837154464800577,-0.44382752521417096
21,0.20949544928250352,-0.505940258562798,0.7116276862261306,0.039151260835004226
22,0.6628235393505407,-0.22774793499156123,-1.4039681276182276,10.33538083615606
23,-0.08063452836103929,0.0004322854657454679,-0.04252996704014929,-0.6194561746865983
24,0.5177585505287694,0.4458525788241864,0.18666294203167924,2.475998772264935
25,0.1369629548716191,0.49273892549349596,0.2157155643083896,0.34650139741175223
26,0.318294190898834,0.10983376102746781,0.48445232036796293,0.697758696356607
27,0.046297336858011656,0.24424128814615514,0.5591014192734,-0.44382752521417096
28,0.4996254269260489,0.5396252721628055,0.6999259355869,-0.20233813218958338
29,0.5177585505287694,0.6005775228329081,0.7289785578636108,-0.20233813218958338
30,0.6628235393505407,-0.402790295890317,0.5825049205518611,1.510041200166584
31,-0.37076450600458466,-0.2980774549955256,0.6535224416727095,-0.42187394403011763
32,-0.37076450600458466,-0.6434735421261061,0.6410136737480144,-0.7072704994228122
33,0.19136232567978306,-0.5512637270097973,0.6874171676622051,-0.2681988757417436
34,0.20949544928250352,-0.505940258562798,0.7116276862261306,0.039151260835004226
35,-0.06250140475831883,-0.47155693767197093,0.7354346961473244,-0.597502593502545
36,-0.008102033950154875,-1.1795407723785454,0.48889091543801605,-0.5096882687663312
37,-0.11690077556648279,-1.084205200817616,0.5433645822068485,-0.0706166450852629
38,-0.008102033950154875,-1.0498218799267889,0.5607154538443283,-0.5096882687663312
39,-0.4614301240181921,-1.3311399599426463,-1.9382135705955172,-1.1463421231038806
40,-2.0208787538522395,-0.7856954603563451,-0.7313192201838303,-1.6512744903371093
41,-0.08063452836103929,-0.2183706656576992,0.30771553485130687,-0.02670948271715582
42,0.7534891573641482,-0.04020254831432296,0.4001190140369558,1.7515305931911715
43,0.33642731450155444,-0.3574668274433177,0.6079259650439832,-0.42187394403011763
44,-0.09876765196376233,-0.43717361678114386,0.7576276714975895,-0.6194561746865983
45,0.6628235393505407,-0.402790295890317,0.5825049205518611,1.510041200166584
46,0.046297336858011656,0.24424128814615514,0.5591014192734,-0.44382752521417096
47,0.6446904157478203,-0.7591265305770697,-0.4238456344219762,0.43431572214796604
48,-0.624628236442684,-1.359271767944232,-1.9499153212347482,-1.0804813795517203
49,-0.5520957420317996,-0.9169772310304118,-1.7921434419265,-0.8828991488952395
50,0.40895980891244144,0.40834350148873866,0.6393996391770862,0.039151260835004226
51,-0.08063452836103929,-0.17617295365532076,0.33596113984255327,-0.597502593502545
52,0.2638948200906675,0.0051209201326763805,0.4283646190282023,0.126965585571218
53,0.2638948200906675,0.0051209201326763805,0.4283646190282023,0.126965585571218
54,0.19136232567978306,0.05357014502429618,0.4574172413049126,-0.597502593502545
55,0.40895980891244144,0.40834350148873866,0.6393996391770862,0.039151260835004226
56,-0.06250140475831883,-0.47155693767197093,0.7354346961473244,-0.597502593502545
57,0.35456043810427496,-1.0060612897021002,0.5804873773382007,-0.04866306390120917
58,-1.2048881917297722,-1.5874519884015388,-2.0737924745535,-1.5195530032327889
59,-0.7334269780590145,-1.5264997377314362,-2.037476696707612,-0.8170384053430793
60,-0.24383264078553374,-0.9310431350312048,-1.7985995802102137,0.126965585571218
