,X,Y,FFMC,DMC,DC,ISI,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,fri,mon,sat,sun,thu,tue,wed
0,1.0083127743720461,0.5698604338121686,-0.8059594724698989,-1.3233255688310948,-1.8304767629860488,-0.8609455677111861,-0.1331034764124171,-0.7433387871977033,-0.13310347641241707,-0.2006027135712599,-0.06231769528497558,-0.2568645196271742,-0.18439088914585774,2.9281519895787635,-0.06231769528497557,-0.04402254531628119,-0.17285970637383774,-0.7060812450686401,2.2544074479065386,-0.4087088075763956,-0.44044906750083573,-0.4744665250703386,-0.36574845156823477,-0.3758727885879516,-0.3415123270783008
1,1.0083127743720461,-0.24400101447758565,-0.008102033950154875,-1.1795407723785454,0.48889091543801605,-0.5096882687663312,-0.1331034764124171,-0.7433387871977033,-0.13310347641241707,-0.2006027135712599,-0.06231769528497558,-0.2568645196271742,-0.18439088914585774,-0.34151232707830076,-0.06231769528497557,-0.04402254531628119,5.785038173311103,-0.7060812450686401,-0.44357553951864764,-0.4087088075763956,-0.44044906750083573,-0.4744665250703386,-0.36574845156823477,2.660474581724095,-0.3415123270783008
2,1.0083127743720461,-0.24400101447758565,-0.008102033950154875,-1.0498218799267889,0.5607154538443283,-0.5096882687663312,-0.1331034764124171,-0.7433387871977033,-0.13310347641241707,-0.2006027135712599,-0.06231769528497558,-0.2568645196271742,-0.18439088914585774,-0.34151232707830076,-0.06231769528497557,-0.04402254531628119,5.785038173311103,-0.7060812450686401,-0.44357553951864764,-0.4087088075763956,2.2704100741412128,-0.4744665250703386,-0.36574845156823477,-0.3758727885879516,-0.3415123270783008
3,1.4409249771524177,1.3837218821019228,0.19136232567978306,-1.2123612150470622,-1.8982662149650402,-0.004755901533102472,-0.1331034764124171,-0.7433387871977033,-0.13310347641241707,-0.2006027135712599,-0.06231769528497558,-0.2568645196271742,-0.18439088914585774,2.9281519895787635,-0.06231769528497557,-0.04402254531628119,-0.17285970637383774,-0.7060812450686401,2.2544074479065386,-0.4087088075763956,-0.44044906750083573,-0.4744665250703386,-0.36574845156823477,-0.3758727885879516,-0.3415123270783008
4,1.4409249771524177,1.3837218821019228,-0.24383264078553374,-0.9310431350312048,-1.7985995802102137,0.126965585571218,-0.1331034764124171,-0.7433387871977033,-0.13310347641241707,-0.2006027135712599,-0.06231769528497558,-0.2568645196271742,-0.18439088914585774,2.9281519895787635,-0.06231769528497557,-0.04402254531628119,-0.17285970637383774,-0.7060812450686401,-0.44357553951864764,-0.4087088075763956,-0.44044906750083573,2.1076302482071885,-0.36574845156823477,-0.3758727885879516,-0.3415123270783008
5,1.4409249771524177,1.3837218821019228,0.300161067296111,-0.39966453944569635,-0.24186323654980266,1.2465982259579427,-0.1331034764124171,1.3452816094393218,-0.13310347641241707,-0.2006027135712599,-0.06231769528497558,-0.2568645196271742,-0.18439088914585774,-0.34151232707830076,-0.06231769528497557,-0.04402254531628119,-0.17285970637383774,-0.7060812450686401,-0.44357553951864764,-0.4087088075763956,-0.44044906750083573,2.1076302482071885,-0.36574845156823477,-0.3758727885879516,-0.3415123270783008
6,1.4409249771524177,1.3837218821019228,0.300161067296111,-0.3434009234425247,-0.21119657970216357,-0.1145238074533696,-0.1331034764124171,1.3452816094393218,-0.13310347641241707,-0.2006027135712599,-0.06231769528497558,-0.2568645196271742,-0.18439088914585774,-0.34151232707830076,-0.06231769528497557,-0.04402254531628119,-0.17285970637383774,-0.7060812450686401,-0.44357553951864764,2.446729753464098,-0.44044906750083573,-0.4744665250703386,-0.36574845156823477,-0.3758727885879516,-0.3415123270783008
7,1.4409249771524177,1.3837218821019228,0.15509607847433957,0.5396252721628055,0.24315415201417212,0.3684549785958056,-0.1331034764124171,1.3452816094393218,-0.13310347641241707,-0.2006027135712599,-0.06231769528497558,-0.2568645196271742,-0.18439088914585774,-0.34151232707830076,-0.06231769528497557,-0.04402254531628119,-0.17285970637383774,-0.7060812450686401,-0.44357553951864764,2.446729753464098,-0.44044906750083573,-0.4744665250703386,-0.36574845156823477,-0.3758727885879516,-0.3415123270783008
8,1.4409249771524177,1.3837218821019228,0.06443046046073211,0.2911276348154647,0.5837154464800577,-0.44382752521417096,-0.1331034764124171,-0.7433387871977033,-0.13310347641241707,-0.2006027135712599,-0.06231769528497558,-0.2568645196271742,-0.18439088914585774,-0.34151232707830076,-0.06231769528497557,-0.04402254531628119,-0.17285970637383774,1.4162676136551213,-0.44357553951864764,-0.4087088075763956,-0.44044906750083573,-0.4744665250703386,-0.36574845156823477,2.660474581724095,-0.3415123270783008
9,1.0083127743720461,0.5698604338121686,0.33642731450155444,-0.3574668274433177,0.6079259650439832,-0.42187394403011763,-0.1331034764124171,-0.7433387871977033,-0.13310347641241707,-0.2006027135712599,-0.06231769528497558,-0.2568645196271742,-0.18439088914585774,-0.34151232707830076,-0.06231769528497557,-0.04402254531628119,-0.17285970637383774,1.4162676136551213,-0.44357553951864764,-0.4087088075763956,2.2704100741412128,-0.4744665250703386,-0.36574845156823477,-0.3758727885879516,-0.3415123270783008
10,1.0083127743720461,0.5698604338121686,0.33642731450155444,-0.3574668274433177,0.6079259650439832,-0.42187394403011763,-0.1331034764124171,-0.7433387871977033,-0.13310347641241707,-0.2006027135712599,-0.06231769528497558,-0.2568645196271742,-0.18439088914585774,-0.34151232707830076,-0.06231769528497557,-0.04402254531628119,-0.17285970637383774,1.4162676136551213,-0.44357553951864764,-0.4087088075763956,2.2704100741412128,-0.4744665250703386,-0.36574845156823477,-0.3758727885879516,-0.3415123270783008
11,1.0083127743720461,0.5698604338121686,0.3908266853097184,-0.5887728043452448,0.6660312095974044,2.9809311394981637,-0.1331034764124171,-0.7433387871977033,-0.13310347641241707,-0.2006027135712599,-0.06231769528497558,-0.2568645196271742,-0.18439088914585774,-0.34151232707830076,-0.06231769528497557,-0.04402254531628119,-0.17285970637383774,1.4162676136551213,-0.44357553951864764,-0.4087088075763956,2.2704100741412128,-0.4744665250703386,-0.36574845156823477,-0.3758727885879516,-0.3415123270783008
12,0.5757005715916745,0.5698604338121686,-4.9221785302876775,-0.6262818816806927,0.4735575870141963,-1.8049495586254831,-0.1331034764124171,1.3452816094393218,-0.13310347641241707,-0.2006027135712599,-0.06231769528497558,-0.2568645196271742,-0.18439088914585774,-0.34151232707830076,-0.06231769528497557,-0.04402254531628119,-0.17285970637383774,-0.7060812450686401,2.2544074479065386,-0.4087088075763956,-0.44044906750083573,-0.4744665250703386,-0.36574845156823477,-0.3758727885879516,-0.3415123270783008
